D5565090-1_INT,1661186.401732575,12256778.527126802
D5587291-3_INT,1680535.894486595,12283107.7195993
D5655682-1_INT,1664445.4138316098,12288333.2681994
D5682346-3_INT,1674719.53352118,12284204.742064325
D5686080-1_INT,1669697.2135591668,12262523.956294768
D5710794-3_INT,1693986.17136312,12277577.7570982
D5712486-1_INT,1674296.1570343839,12271350.659082761
D5746546-1_INT,1677019.9280193201,12277717.418410275
D5799561-2_INT,1685970.9301396576,12275227.574695975
D5806920-1_INT,1664834.9516239741,12292950.64230928
D5835167-6_INT,1664091.2804979468,12277359.198633933
D5837361-8_INT,1674319.9257128076,12278156.6816427
D5860423-3_INT,1672005.8126866552,12283168.747951351
D5861005-2_INT,1685996.999814351,12275657.199016383
D5865224-1_INT,1668546.7946140969,12267570.743030133
D5867591-1_INT,1681616.2260929334,12279257.140310382
D5926308-3_INT,1671359.11913938,12264195.480648367
D5956499-2_INT,1674076.69772325,12277488.852052733
D5958866-1_INT,1682413.8572403449,12272561.804709475
D6019477-1_INT,1664907.76457764,12293073.012767002
D6023352-1_INT,1687836.1021093947,12275430.787496174
D6047588-1_INT,1668032.46535495,12267898.9978358
D6049822-1_INT,1673822.244918742,12274478.074688882
D6049825-1_INT,1670332.804557095,12263192.315292751
D6108141-1_INT,1670465.8386875016,12282432.065966686
D6138608-3_INT,1677271.7511235576,12269053.211042225
D6140776-1_INT,1667711.150538652,12279765.9754682
D6140778-1_INT,1666660.0688096725,12259978.8261378
D6198039-1_INT,1682682.1329525923,12277853.6237224
D6231996-1_INT,1675070.6767748382,12286932.637448216
D6290228-6_INT,1673139.470458375,12284276.3135204
D6413567-3_INT,1675024.1632814598,12267886.566817123
E182722,1673833.48270435,12274468.2582153
E182723,1677018.77806732,12277779.509674301
E182724,1675034.79854547,12267899.4579531
E182725,1664403.42163957,12288334.4101642
E182726,1664880.33940001,12292976.099768499
E182727,1664921.81140005,12293058.6382646
E182729,1674554.09198502,12283957.4696161
E182730,1667685.52596263,12279697.4207161
E182731,1666660.03911367,12259978.318233801
E182732,1667533.41281049,12279353.282987801
E182733,1662211.05811753,12281038.9385414
E182744,1661104.7326125,12256741.5156708
E182745,1674300.88136079,12278159.962538699
E182746,1675618.33928202,12286817.001906801
E182748,1670349.38823711,12263210.1810208
E183472,1681682.00034366,12279248.941483699
E183473,1681616.7715436001,12279600.578988
E183493,1682204.12975215,12272442.7493494
E184626,1687680.33020525,12275449.110952199
E192201,1693215.4311384,12276229.0180249
E192258,1693643.1682268,12274381.644199198
E192860,1693954.03005109,12277577.7570982
E193509,1685787.16719549,12275178.0704399
E203026,1662334.47059764,12275527.774632199
E206209,1670440.92154919,12282421.1501267
E206210,1674340.91976083,12271409.123748401
E206211,1674728.38497719,12284207.403440302
E206217,1682519.83304844,12277879.374250399
E206614,1675070.2617135001,12286987.3012989
F739841,1668577.95015546,12267577.7785928
F739842,1668209.15860312,12267644.6089289
F739844,1668011.24807493,12267909.6979532
F739845,1669719.14900452,12262514.7088921
HVMV_Sub_48332,1693970.100707105,12277577.7570982
L0247160,1668562.3723847785,12267574.260811467
L0247162,1668225.7555951332,12267637.181515567
L0247171,1668021.85671494,12267904.347894501
L2673300,1662629.75942992,12257194.3202792
L2673303,1674031.51201654,12281160.3808455
L2673305,1678256.26158847,12267274.981792599
L2673306,1677113.94862741,12280080.3393725
L2673307,1677027.62133133,12277198.979497802
L2673308,1673143.28212771,12279476.6995639
L2673309,1673916.32020843,12266089.169311501
L2673310,1672257.19035089,12267838.2186571
L2673311,1664163.52711135,12284342.1659365
L2673312,1663803.61978301,12289424.929205198
L2673313,1664911.34202404,12291753.5297834
L2673314,1663087.74138235,12285378.3597294
L2673315,1677718.71073997,12270263.751075301
L2673316,1678272.53909249,12269589.0006107
L2673317,1667537.48833049,12275364.839848101
L2673318,1671664.49915033,12282532.3606228
L2673319,1663309.19981455,12276624.3106973
L2673320,1667906.89837883,12278571.4098351
L2673321,1669792.88929259,12264550.28163
L2673322,1662466.18157377,12281293.8203336
L2673323,1662704.22061399,12282531.131822802
L2673326,1659845.83110733,12284240.2001124
L2673331,1674113.10843261,12285095.2360172
L2673343,1667428.14151439,12290612.5603103
L2673346,1670200.46996497,12263062.3399966
L2674027,1680654.82184671,12282665.0587349
L2674047,1684897.52009066,12274658.9679754
L2674051,1681885.21519185,12272620.3560055
L2674052,1681649.23234363,12273664.696742501
L2684420,1668900.35860376,12292486.619576
L2685805,1663421.52442266,12284365.7220325
L2685809,1670621.32167736,12282377.8390226
L2688692,1679300.36885344,12270099.6038752
L2688693,1679428.32789356,12270111.805859199
L2689678,1668863.56013972,12266355.110303698
L2689691,1662702.32826199,12281241.0392776
L2689726,1669362.21127619,12271639.1469166
L2689727,1665089.32960821,12294336.250297802
L2690187,1680652.7902306998,12279603.171756
L2690868,1675277.1301937,12272246.0348532
L2690941,1673571.79745611,12293136.9578806
L2691936,1666498.21844152,12286840.2180348
L2691938,1659700.57875519,12284240.2492644
L2691939,1661559.19200492,12283932.668336099
L2691941,1666622.58119364,12293144.9286967
L2691942,1669352.18017218,12266578.5184319
L2691943,1671146.39201385,12294235.5910977
L2691944,1664094.72659928,12289364.0585491
L2691945,1675222.16187365,12270097.158563199
L2691946,1676878.93243519,12268204.0774734
L2691947,1671454.16955014,12272253.559205199
L2691948,1669586.9833723998,12275837.2479125
L2691949,1672360.33991898,12273461.051814301
L2691950,1675749.62837014,12269288.3910744
L2691951,1675749.12046614,12268574.192033801
L2691952,1663798.46291901,12277096.9440417
L2691953,1670769.8590215,12264800.3915823
L2691954,1668463.13108335,12261521.428891199
L2691959,1667982.6948588998,12268211.9499854
L2691965,1675528.82120193,12285635.8998257
L2691966,1674685.15988915,12286696.001970699
L2691967,1672969.05057555,12284112.0895202
L2691973,1667634.58810658,12285338.5302254
L2692600,1681230.03951124,12283434.9510876
L2692633,1680603.55221466,12282881.786287101
L2692654,1683215.62876109,12273383.6906623
L2692655,1684774.16905054,12274502.054311302
L2692660,1686531.82818818,12275536.011688301
L2692661,1687977.94146953,12275309.629864
L2692664,1680809.22056685,12272574.7306615
L2708293,1672122.91118276,12287486.345651401
L2708744,1680782.09275882,12279458.4068279
L2710504,1672846.49825543,12292906.2302004
L2710505,1671865.96091052,12293311.369656801
L2710508,1668373.33857127,12294740.7794501
L2710509,1678923.98741309,12274859.9300236
L2710510,1673946.15956846,12267047.7807684
L2710511,1670579.80871732,12284555.375024699
L2710512,1671150.27092585,12292514.501048101
L2710513,1671641.81140631,12292806.5089843
L2710514,1670479.08807723,12289152.8114449
L2710515,1665722.9930968,12292820.7016244
L2710516,1664363.24807153,12289282.6710291
L2710517,1667793.57844273,12275161.3587599
L2710518,1663138.08531839,12276338.229673
L2710519,1669529.93018835,12264479.191453999
L2710520,1673005.32065558,12265145.090462599
L2710521,1673164.22907173,12265260.1102387
L2710525,1662192.01990951,12282667.3320149
L2710530,1673475.22196802,12286561.2517625
L2710532,1665215.56013633,12278312.9112748
L2710536,1664238.00877542,12285211.0954733
L2710537,1662355.74931766,12257085.5305191
L2710542,1663022.61907828,12283531.342255699
L2710543,1674320.31278481,12277718.8028583
L2710544,1671448.14843013,12273172.9842301
L2710546,1669268.7692281,12276376.129961
L2711224,1683114.568153,12272389.0507893
L2711225,1685494.56124321,12275693.158824401
L2711226,1684660.78357844,12274361.024935199
L2711234,1681587.91931957,12271013.061028
L2724120,1674487.99073696,12266092.4993595
L2726973,1670468.38113322,12280560.0506049
L2726974,1673629.96884816,12288932.4302607
L2726975,1672472.72187109,12292533.2279601
L2726983,1665133.88589625,12294121.988537598
L2727008,1674122.40635262,12288036.7128839
L2727019,1688605.89103811,12274729.5666315
L2727795,1675431.38964984,12268915.3683541
L2728247,1678903.34357307,12279275.3197237
L2729206,1669887.39630068,12283914.412464099
L2729207,1669604.87470041,12284625.7893607
L2729401,1660205.48038766,12283938.9311201
L2729405,1679922.17442202,12266170.1062715
L2729406,1677474.04027574,12277937.750442501
L2729407,1670067.87015685,12267015.901600301
L2729408,1663502.78906273,12286023.078322
L2729409,1660862.01184427,12284383.7280485
L2729410,1668574.25556345,12281312.3465416
L2729411,1671619.57012629,12265378.910622802
L2729412,1667628.53421857,12260693.2258824
L2729413,1666586.5363936,12285087.2774892
L2729414,1666900.0114658999,12278019.0683306
L2729423,1675517.83982592,12285905.8712819
L2729424,1675430.45166584,12286508.491186501
L2729427,1668721.58868359,12289506.308533302
L2729428,1667050.19130604,12275943.0598806
L2729429,1667404.80250637,12279825.125804301
L2729430,1662906.80877418,12283538.3996637
L2729434,1664658.18874381,12290520.5600542
L2730106,1681252.82146326,12280907.3791173
L2730107,1682208.68860015,12284132.831664301
L2730108,1692377.15196962,12277568.020906199
L2730149,1681765.89051974,12279249.3101237
L2730163,1683710.26991355,12273327.1208062
L2730187,1688764.52092626,12274943.9512717
L2731712,1664457.12839162,12292771.2219443
L2745799,1665036.76564016,12285371.1712494
L2745806,1674499.23425697,12282281.664942501
L2745811,1688327.92828585,12283187.020207401
L2745848,1673008.00353558,12279608.4392121
L2746587,1663029.62323829,12283098.878383301
L2748124,1673313.60199987,12292567.351736099
L2748125,1673854.54024037,12281160.618413499
L2748126,1666184.55904923,12294083.0110015
L2748127,1671071.66868578,12285417.931185499
L2748128,1678081.57947631,12276612.3094173
L2748129,1673406.81057596,12267874.5583691
L2748130,1671885.85108654,12266354.2706237
L2748131,1668845.05031571,12289370.948021099
L2748132,1670146.82874892,12271940.8214129
L2748133,1674496.10900897,12271739.560356699
L2748135,1667372.99706634,12260581.4870023
L2748139,1660219.52147567,12284565.3405927
L2748140,1662511.86016581,12279773.131180199
L2748143,1675902.33953828,12286396.3713784
L2748144,1675263.35124968,12285129.830833199
L2748146,1673880.4187683999,12268381.5080016
L2748152,1665051.63821617,12289739.502005499
L2748157,1672043.35047869,12283984.089520099
L2748158,1670499.76878125,12263273.7591328
L2748780,1682470.3206004,12282099.659182401
L2748781,1683616.19298546,12282264.4699345
L2748839,1683601.00092145,12272521.8308215
L2748840,1692304.77974556,12272449.8804854
L2763072,1665426.63111252,12258785.6080887
L2763153,1668869.35597973,12261838.0414995
L2763407,1693116.35299431,12282162.5778384
L2763811,1673874.28296039,12273326.6497662
L2763812,1673563.8635041001,12273399.6937343
L2764399,1665190.2018003,12288270.959028099
L2764403,1672416.66401503,12283881.988528
L2764411,1686056.12284374,12286737.0889467
L2764412,1664842.41863198,12294274.3105857
L2764436,1667142.06868212,12290822.8735265
L2766499,1669554.78471637,12284084.941232199
L2766715,1661098.24864449,12283944.9317601
L2766716,1672238.20129487,12279690.2691001
L2766717,1674323.63054481,12266416.091551801
L2766718,1674340.44872083,12267337.638304599
L2766719,1670529.50574128,12284340.4415205
L2766720,1663496.32147873,12286330.409394301
L2766721,1677417.74075569,12270583.4889316
L2766722,1670433.77812519,12275861.098920599
L2766723,1664187.95155937,12278339.5803309
L2766724,1667878.25914681,12280454.910380801
L2766725,1667910.43732284,12280654.864813
L2766726,1666934.97082593,12260163.142041901
L2766727,1665771.48973684,12260757.7993225
L2766728,1670738.43041347,12263680.5820452
L2766729,1671014.50900573,12263207.0803488
L2766730,1662431.46797373,12281111.5892935
L2766732,1668123.29825103,12267833.5492171
L2766738,1674181.85160068,12284222.0097763
L2766741,1673829.86184035,12274652.9919114
L2766742,1662560.90976585,12283624.4197598
L2766744,1664634.91936779,12292966.5397045
L2766746,1666196.35962524,12293191.209400699
L2766747,1663543.40909477,12278693.7614512
L2766748,1664530.64749569,12284925.428144999
L2766749,1674082.99054459,12277507.641770098
L2766750,1668543.26113143,12261808.2881555
L2767340,1681592.51093558,12278552.9696431
L2767341,1682254.8177522,12277926.4290985
L2767342,1682333.23157627,12282016.391598301
L2767343,1685987.74831567,12286903.808434801
L2767407,1682663.34050458,12273255.4981501
L2767408,1685156.9115789,12275131.1016079
L2767409,1686634.91631628,12272454.1403254
L2767414,1680868.5716068998,12272156.549541099
L2783231,1675138.93115357,12285645.619633699
L2785511,1678304.59848452,12283921.9491041
L2785512,1668867.65204373,12291762.2911274
L2785513,1675283.8517296999,12274619.8716554
L2785514,1674672.54011313,12274707.5301515
L2785515,1677454.85870773,12280283.120044699
L2785516,1679341.16091748,12266512.331167901
L2785517,1673342.0487199,12280286.5320127
L2785518,1674319.82945681,12266165.6211515
L2785519,1673302.21921586,12268144.0301134
L2785520,1670862.35079759,12266836.341152199
L2785521,1668900.80097176,12283695.7393119
L2785522,1663557.67955878,12292571.0299441
L2785523,1675742.50133013,12267466.1503047
L2785524,1675646.82696204,12269487.1126106
L2785525,1674740.9064492,12269044.548002198
L2785526,1666655.97997767,12260455.338394199
L2785527,1670868.46202959,12263394.0381729
L2785528,1671701.30990237,12266075.7098554
L2785529,1666311.35072935,12284236.6284004
L2785530,1664759.5401678998,12278321.8897069
L2785531,1665653.22183273,12283620.3114718
L2785534,1675592.28872199,12285432.0910575
L2785535,1673622.85819216,12287570.7887875
L2785536,1674126.15828863,12286985.621938901
L2785537,1672254.22075088,12284478.8699366
L2785538,1673033.03009561,12284691.9315688
L2785543,1663855.83149506,12292947.698104499
L2785546,1665553.13607264,12282373.693870598
L2785547,1669452.67962827,12276195.226024901
L2786204,1692261.57104152,12277819.4989224
L2786266,1688275.9582378,12275362.951592099
L2786273,1680133.60994222,12266654.319008
L2786274,1681741.04827972,12271928.6603889
L2798067,1682276.29308022,12277412.606378
L2801895,1661004.79430841,12256840.7003108
L2801896,1660233.57075569,12284095.1116002
L2801902,1674735.74139319,12287378.198963301
L2801909,1694004.90237114,12277496.000938099
L2801949,1662686.80851797,12292567.2452401
L2801950,1674219.15796871,12270999.056804
L2802480,1680498.74376656,12279933.5387324
L2802481,1680117.33243821,12279690.5599161
L2803194,1674884.64328133,12272339.485093301
L2803199,1679631.80898175,12279453.9176119
L2804245,1660510.14905994,12284049.7484002
L2804247,1661320.6000047,12257105.8589671
L2804248,1668194.4908271001,12291710.702007301
L2804249,1679930.25583003,12270197.584291302
L2804250,1679564.15125369,12273412.0185983
L2804251,1673615.46900815,12266421.318047801
L2804252,1667522.43143448,12263268.589980802
L2804253,1674007.17768051,12268019.917217301
L2804254,1671689.93121436,12288039.981491901
L2804255,1670629.73076537,12286195.4912502
L2804256,1664557.15680771,12289003.659700802
L2804257,1664772.59821591,12292311.0486319
L2804258,1671424.72750211,12275265.880488
L2804259,1667324.38983429,12260220.371353999
L2804260,1664209.86925539,12258553.9588084
L2804261,1667811.58036274,12262088.4299797
L2804262,1666833.95936983,12284485.0917606
L2804269,1674078.03028858,12289268.351413
L2804270,1674953.4315054,12287092.199858999
L2804271,1674577.68084905,12285404.5700334
L2804272,1674436.47124891,12285662.4705777
L2804277,1679127.37838928,12283014.5171672
L2804282,1674999.74907344,12278102.9912746
L2804283,1672912.18171149,12268072.8293453
L2804956,1681314.15906332,12281246.1510856
L2804957,1685878.25813957,12287096.291763
L2805031,1683081.71004097,12273149.260197999
L2805034,1687346.64956494,12275199.6481679
L2805035,1687522.1099171,12274646.6103434
L2805036,1680695.42139874,12266761.2491841
L2805037,1682339.37148027,12271067.9801961
L2806553,1690960.6404803002,12282521.219502801
L2814529,1665706.94087278,12278603.6330671
L2820528,1665036.21268016,12285271.1756013
L2820531,1669502.31905232,12281883.259310199
L2820533,1672785.00091138,12285304.3777774
L2820535,1675150.89966558,12284683.2398568
L2820556,1670877.7271816002,12273126.470053999
L2820583,1679650.78165377,12273621.5822465
L2820590,1680994.71202302,12271973.4419569
L2821010,1666356.05037739,12280400.2861248
L2821087,1680893.04520693,12280180.797868598
L2821770,1674617.44891308,12272258.494885199
L2822857,1661621.05798898,12283552.9896157
L2822858,1661554.83795692,12284345.041328501
L2822859,1662736.28819802,12257433.3915114
L2822860,1668040.32967496,12294429.409721902
L2822861,1673577.52776011,12276992.8810656
L2822862,1678869.06824504,12275043.430823801
L2822863,1677032.90926733,12278380.1716909
L2822864,1679085.97192524,12272763.388325699
L2822865,1679501.83061363,12272883.708325801
L2822866,1670299.17946906,12284684.8086248
L2822867,1672662.78036726,12274962.309543699
L2822868,1664380.88954355,12278334.3292589
L2822869,1668726.1434356,12281507.688877802
L2822870,1668093.85620301,12280755.2536771
L2822871,1665333.16039244,12284492.3416806
L2822872,1670240.48378901,12281029.3088454
L2822873,1673476.56136002,12286162.919858199
L2822877,1673774.5289763,12274330.1083271
L2823544,1682615.54837653,12282274.2388945
L2823545,1682879.96975278,12282841.1785431
L2823592,1693402.24969858,12276340.998569
L2823592_CAP,1693389.2541145657,12276334.89723566
L2823611,1691626.08892892,12275427.889576199
L2839305,1688395.69250992,12275172.794791901
L2839331,1665165.44967228,12293747.696057199
L2839332,1693083.88809828,12276307.554729
L2841615,1666334.41120937,12286366.187954301
L2841616,1672901.31911948,12277017.9731616
L2841618,1674140.35092864,12274464.3506313
L2841619,1677511.39989178,12279905.730988301
L2841620,1671528.18017421,12266449.6787518
L2841621,1669900.97044469,12286402.7898104
L2841622,1670903.38862162,12288268.8987401
L2841623,1662643.25165393,12280100.1189565
L2841624,1661137.79142853,12284313.1908324
L2841625,1674152.88059265,12269812.3882589
L2841626,1674657.26203312,12270642.909603698
L2841627,1670741.13377347,12272190.3661171
L2841628,1678277.88437249,12269110.7598423
L2841629,1675529.52161793,12267938.288033199
L2841630,1675977.02190635,12268144.800161399
L2841631,1663588.59616681,12277002.2404256
L2841632,1672089.61070273,12283254.849967401
L2841633,1667692.41133863,12279664.648620099
L2841634,1667855.96052279,12277659.4886822
L2841635,1668890.13089175,12281613.3902539
L2841636,1666311.51047335,12259640.7300095
L2841637,1668397.68929129,12263650.3986212
L2841638,1672682.71150328,12265745.3101111
L2841639,1666891.38938589,12284723.270064801
L2841641,1674662.30830512,12285532.2218736
L2841645,1667343.78849031,12293415.3916729
L2841648,1671570.81953425,12272898.470309801
L2842329,1683567.45877742,12277930.5087145
L2842330,1681417.14888742,12283859.182
L2842379,1682835.42165674,12273715.5199106
L2842383,1687854.07842941,12275449.4714002
L2842384,1687518.7307171002,12275440.5585042
L2842390,1681437.42818343,12273947.3289348
L2851933,1665852.21780092,12278449.914283
L2857591,1665826.1467609,12282552.058286801
L2858163,1663378.61472662,12279196.7994037
L2858166,1670253.61966102,12282586.8619988
L2858175,1663085.28787834,12295128.5764425
L2858200,1687627.5286692,12274511.1269513
L2859391,1662332.48813364,12281385.3126857
L2859403,1681580.12463157,12279757.808044199
L2860477,1666589.98522561,12287350.2355713
L2860478,1661545.29837291,12284136.4689123
L2860479,1660685.33907611,12283874.288048
L2860480,1668162.21025107,12295141.7286985
L2860481,1669480.6389243,12286631.2196346
L2860482,1671744.12948641,12280088.3019965
L2860483,1668221.44250713,12289426.698677199
L2860484,1670121.7817089,12289005.519284802
L2860485,1664577.64090373,12292312.4617519
L2860486,1673871.71886439,12270757.1716198
L2860487,1675290.42990571,12268398.2401616
L2860488,1663444.20807068,12257487.118743401
L2860489,1667537.04186649,12261657.7110033
L2860490,1672218.17185485,12264992.4202544
L2860491,1671346.44065404,12264185.528733699
L2860492,1672549.25972716,12266013.1844154
L2860493,1664964.77024809,12279012.3483315
L2860499,1674304.25236879,12286384.705970401
L2860500,1671019.78874973,12290279.031222
L2860501,1670555.7692933,12288681.5379725
L2860504,1664980.35143211,12278329.319850901
L2860506,1663902.0917191003,12292287.3000239
L2861157,1691680.49200097,12281568.2318539
L2861158,1686796.48303643,12284325.7737444
L2861197,1683049.99880894,12277521.1380901
L2861218,1682656.66812057,12272704.410021601
L2861219,1684644.84194642,12274039.3005189
L2861222,1684198.23049001,12272877.892005801
L2861223,1690968.05014431,12274277.5402631
L2862616,1673272.08494383,12272661.844389599
L2875754,1681057.91739908,12272155.8081651
L2876796,1670502.11988525,12288298.0540681
L2876797,1670275.23015704,12288092.352947999
L2876798,1674023.65998453,12278355.890602902
L2876812,1663772.82195898,12295511.6384589
L2876813,1665645.05850473,12283882.320303999
L2876814,1663141.6979904,12283965.194672098
L2876846,1672118.97083076,12289996.124597698
L2876847,1665377.45863248,12278539.0555311
L2878848,1669576.16993239,12283750.637999902
L2879054,1678099.52814833,12270924.919203999
L2879055,1675336.84987375,12266088.6982715
L2879061,1672845.51111943,12275161.2317839
L2879062,1677286.25096357,12277347.3202339
L2879063,1673462.83156801,12278386.5000109
L2879064,1675046.05844948,12267632.9394249
L2879065,1669145.70900399,12266863.002016198
L2879066,1668457.69159535,12289125.7000209
L2879067,1671245.34318194,12287707.8614276
L2879068,1669658.36846046,12288873.0382607
L2879069,1670824.51194955,12287767.7408517
L2879070,1668406.4055793001,12283697.1892959
L2879071,1670261.61914903,12275875.0580886
L2879072,1672205.94119884,12275412.6401681
L2879073,1675411.13902582,12269853.839778999
L2879074,1667786.57018672,12274887.1110797
L2879075,1668824.91847569,12274227.208615
L2879076,1675732.62997012,12268835.828130001
L2879077,1668498.43041138,12277645.521322198
L2879078,1664462.25248763,12277691.228586301
L2879079,1665728.0516568,12259341.799833199
L2879081,1664801.13914394,12277776.159146301
L2879087,1665152.89543227,12283005.338031199
L2879089,1666029.64423309,12293551.669689
L2879092,1662843.14874212,12276407.7592731
L2879752,1680008.6614621,12257374.179735301
L2879753,1683340.56904921,12271609.5123566
L2879767,1682759.19100067,12273046.049189901
L2879773,1681411.68072741,12271272.538532302
L2879794,1684632.14844241,12273382.637990301
L2891575,1686093.82652377,12286266.9172983
L2895449,1670155.48769293,12285766.291889802
L2895461,1665725.5981528,12280658.928044999
L2895489,1664596.78151175,12293551.935928999
L2895496,1684533.77071432,12276445.0943131
L2896685,1678739.54862892,12279617.098156098
L2897554,1669859.82202865,12284332.0078564
L2897764,1663358.5811906,12257094.631831098
L2897765,1668492.15943538,12291965.678007599
L2897766,1679556.00840568,12275027.4564238
L2897767,1674064.21038457,12280658.768300999
L2897768,1678112.75822834,12277952.0618665
L2897769,1673493.65806404,12277690.028458301
L2897770,1679404.80866154,12276647.289257301
L2897771,1679976.39727007,12271675.2695407
L2897772,1669385.57895621,12264828.1993263
L2897773,1670506.12167725,12285411.0785775
L2897774,1672772.81940737,12274685.288871499
L2897775,1676578.54817891,12269464.5805146
L2897776,1674459.49076894,12271330.1405803
L2897777,1670054.27962883,12282289.439150501
L2897778,1667363.98586633,12262660.0308763
L2897779,1667872.7295468,12261777.6009234
L2897780,1670954.62958167,12263788.5198373
L2897781,1671430.67899012,12265414.361502802
L2897784,1668087.699915,12267930.239393199
L2897789,1674050.89019256,12289744.8186135
L2897790,1675743.33281813,12285735.739825802
L2897791,1673685.78094422,12288009.2983559
L2897792,1673198.97134376,12284430.770608502
L2897793,1672926.52180751,12284878.328241
L2897800,1670770.9977095,12291030.7291427
L2897801,1674297.32193679,12274578.3709834
L2897805,1673543.21147208,12277959.9466665
L2897806,1674353.65012884,12278347.1005869
L2897807,1673609.14068814,12277432.820138
L2898457,1681713.71157569,12278406.7506349
L2898495,1680444.59874251,12279294.239147801
L2898515,1688920.1894063998,12276646.6707613
L2898522,1687545.05161312,12275309.978024
L2898526,1681401.6291434,12271531.684260499
L2911069,1657953.22105756,12284279.988656402
L2913406,1669788.17889259,12276294.963625
L2914323,1663157.76250241,12281256.1248456
L2914324,1665316.56340042,12281577.2840139
L2915534,1675717.38056211,12272482.7754614
L2915542,1679416.79765355,12279562.265004
L2916234,1669693.9913725,12273931.0514308
L2916598,1667485.39130644,12285684.351409698
L2916599,1667296.50836227,12286221.181362199
L2916602,1676810.45960313,12283160.5887194
L2916603,1668560.75924344,12292430.840248
L2916605,1679681.8784858,12273072.050598
L2916606,1679248.0383573999,12272884.6708858
L2916607,1665193.33933631,12293229.691320699
L2916608,1664935.55348007,12291169.2722468
L2916609,1675979.15182635,12269249.1513944
L2916610,1665617.5702487,12278727.811499199
L2916617,1674624.89953709,12287875.1011078
L2916618,1673383.11111993,12289089.339828901
L2916619,1674347.48974483,12287817.380275698
L2916620,1673633.22926417,12284690.9812968
L2916625,1669873.75662067,12266154.2711355
L2916627,1672497.51905511,12267923.030433198
L2917255,1683121.387993,12278254.809514802
L2917310,1683759.4301056003,12272392.090021301
L2917328,1682841.20930474,12272808.649125699
L2917330,1684389.05084218,12273101.218214
L2917333,1688155.15900569,12275684.0902804
L2917336,1681026.79189505,12273476.850086302
L2917359,1684788.74671456,12273513.161126401
L2925506,1674162.85025666,12277823.3819304
L2929261,1670531.19329328,12284987.941297099
L2933120,1673662.01595219,12281635.738029901
L2933135,1681436.43285543,12280349.9176127
L2933164,1679025.65013319,12270065.2384352
L2933165,1675246.11118567,12287130.9152511
L2935547,1673990.2120485,12290079.420853801
L2935549,1673877.42868839,12276709.061033301
L2935550,1678457.71106066,12274937.8318477
L2935551,1677018.75349132,12277674.3940262
L2935552,1679769.45915788,12272277.758373199
L2935553,1668339.05914724,12289885.9790616
L2935554,1670295.66919706,12285279.5683053
L2935555,1670341.4993411002,12285420.4010735
L2935556,1664509.97907967,12286399.0419704
L2935557,1664467.84762363,12283957.4982881
L2935559,1667622.79162657,12263480.537501
L2935560,1665680.03015276,12278080.4796586
L2935566,1675895.26984227,12285561.6311536
